record,comp,ele_comb,reward
"{'structure_id': 'gen_3', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0002/postprocess/input_cifs/gen_3.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0002/postprocess/input_cifs/gen_3.cif', 'raw_valid': True, 'formula': 'Pr3 Y2 Tm4', 'chemical_system': 'Pr-Tm-Y', 'num_sites': 9, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0002/postprocess/relaxed/relaxed_cifs/gen_3_relaxed.cif', 'relaxation_success': True, 'total_energy': -44.77256393432617, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 10.459747116313617, 'predicted_tensor': '[[10.572585401438303, 0.0003507557731927529, -0.0006177367233823644], [0.0003507557731927529, 10.532286938708573, -0.04038421437366728], [-0.0006177367233823644, -0.04038421437366728, 10.274369008793961]]', 'volume': 293.1334702057214, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.5402528836863834, 'reward_raw': 0.7433804138283095, 'reward_final': 0.7433804273605347, 'gate_reason': '', 'reward_final_diversity': 0.7433804273605347, 'diversity_penalty': False, 'selection_rank': 5}",Pr3(YTm2)2,"('Pr', 'Tm', 'Y')",0.7433804273605347
"{'structure_id': 'gen_12', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0017/postprocess/input_cifs/gen_12.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0017/postprocess/input_cifs/gen_12.cif', 'raw_valid': True, 'formula': 'Na2 Sn4 Hg4', 'chemical_system': 'Hg-Na-Sn', 'num_sites': 10, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0017/postprocess/relaxed/relaxed_cifs/gen_12_relaxed.cif', 'relaxation_success': True, 'total_energy': -20.547916412353516, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 13.563296938204845, 'predicted_tensor': '[[15.142278000499797, 0.007128548984821533, -0.0066380573638841495], [0.007128548984821533, 13.079520459935718, 0.01212923966186666], [-0.0066380573638841495, 0.01212923966186666, 12.468092354179031]]', 'volume': 267.4095415245177, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.5632969382048447, 'reward_raw': 0.7367643614156156, 'reward_final': 0.7367643713951111, 'gate_reason': '', 'reward_final_diversity': 0.7367643713951111, 'diversity_penalty': False, 'selection_rank': 4}",Na(SnHg)2,"('Hg', 'Na', 'Sn')",0.7367643713951111
"{'structure_id': 'gen_57', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0011/postprocess/input_cifs/gen_57.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0011/postprocess/input_cifs/gen_57.cif', 'raw_valid': True, 'formula': 'Yb4 Hg6', 'chemical_system': 'Hg-Yb', 'num_sites': 10, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0011/postprocess/relaxed/relaxed_cifs/gen_57_relaxed.cif', 'relaxation_success': True, 'total_energy': -12.961776733398438, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 10.429997880159563, 'predicted_tensor': '[[9.73694501682947, 0.0004627830473026623, 0.0004256150171973028], [0.0004627830473026623, 10.126876790633524, 0.9057947876201334], [0.0004256150171973028, 0.9057947876201334, 11.426171833015708]]', 'volume': 271.0689702740692, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.5700021198404368, 'reward_raw': 0.7348320332778737, 'reward_final': 0.7348320484161377, 'gate_reason': '', 'reward_final_diversity': 0.7348320484161377, 'diversity_penalty': False, 'selection_rank': 3}",Yb2Hg3,"('Hg', 'Yb')",0.7348320484161377
"{'structure_id': 'gen_4', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/input_cifs/gen_4.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/input_cifs/gen_4.cif', 'raw_valid': True, 'formula': 'Mg1 Al5 Ga2', 'chemical_system': 'Al-Ga-Mg', 'num_sites': 8, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/relaxed/relaxed_cifs/gen_4_relaxed.cif', 'relaxation_success': True, 'total_energy': -26.103532791137695, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 13.574709154826555, 'predicted_tensor': '[[13.683881005498444, -0.30904864176776253, -0.003367092496242661], [-0.30904864176776253, 13.701999628444852, 0.0034767585170943725], [-0.003367092496242661, 0.0034767585170943725, 13.338246830536372]]', 'volume': 140.4104782228722, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.5747091548265555, 'reward_raw': 0.7334736429669156, 'reward_final': 0.7334736585617065, 'gate_reason': '', 'reward_final_diversity': 0.7334736585617065, 'diversity_penalty': False, 'selection_rank': 4}",MgAl5Ga2,"('Al', 'Ga', 'Mg')",0.7334736585617065
"{'structure_id': 'gen_27', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0003/postprocess/input_cifs/gen_27.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0003/postprocess/input_cifs/gen_27.cif', 'raw_valid': True, 'formula': 'La2 Tb6 Ho4', 'chemical_system': 'Ho-La-Tb', 'num_sites': 12, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0003/postprocess/relaxed/relaxed_cifs/gen_27_relaxed.cif', 'relaxation_success': True, 'total_energy': -55.665931701660156, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 13.692986494664115, 'predicted_tensor': '[[13.893450898084398, -0.00021883216171349497, 0.0002157737444038475], [-0.00021883216171349497, 13.893065966751559, 0.0005834683689133274], [0.0002157737444038475, 0.0005834683689133274, 13.292442619156398]]', 'volume': 390.0273248523872, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.6929864946641153, 'reward_raw': 0.6988805705772707, 'reward_final': 0.6988805532455444, 'gate_reason': '', 'reward_final_diversity': 0.6988805532455444, 'diversity_penalty': False, 'selection_rank': 3}",LaTb3Ho2,"('Ho', 'La', 'Tb')",0.6988805532455444
"{'structure_id': 'gen_17', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0010/postprocess/input_cifs/gen_17.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0010/postprocess/input_cifs/gen_17.cif', 'raw_valid': True, 'formula': 'Ba4 Na2 Sb4', 'chemical_system': 'Ba-Na-Sb', 'num_sites': 10, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0010/postprocess/relaxed/relaxed_cifs/gen_17_relaxed.cif', 'relaxation_success': True, 'total_energy': -35.44126510620117, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 10.29271624943812, 'predicted_tensor': '[[10.604993364369557, -0.0001707933549165236, -4.2324757540394146e-05], [-0.0001707933549165236, 10.138506065587148, 0.08183012138405574], [-4.2324757540394146e-05, 0.08183012138405574, 10.134649318357644]]', 'volume': 382.684005747807, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.7072837505618796, 'reward_raw': 0.6946464793634292, 'reward_final': 0.6946464776992798, 'gate_reason': '', 'reward_final_diversity': 0.6946464776992798, 'diversity_penalty': False, 'selection_rank': 6}",Ba2NaSb2,"('Ba', 'Na', 'Sb')",0.6946464776992798
"{'structure_id': 'gen_31', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0007/postprocess/input_cifs/gen_31.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0007/postprocess/input_cifs/gen_31.cif', 'raw_valid': True, 'formula': 'Nd6 Ta1 N7', 'chemical_system': 'N-Nd-Ta', 'num_sites': 14, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0007/postprocess/relaxed/relaxed_cifs/gen_31_relaxed.cif', 'relaxation_success': True, 'total_energy': -116.95170593261719, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 10.152111293168648, 'predicted_tensor': '[[10.096468462921342, -0.13277618642906877, 0.163000714073656], [-0.13277618642906877, 10.140302723742787, -0.1935653330185909], [0.163000714073656, -0.1935653330185909, 10.219562692841818]]', 'volume': 225.3536342815048, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.8478887068313519, 'reward_raw': 0.6525701838560772, 'reward_final': 0.6525701880455017, 'gate_reason': '', 'reward_final_diversity': 0.6525701880455017, 'diversity_penalty': False, 'selection_rank': 5}",Nd6TaN7,"('N', 'Nd', 'Ta')",0.6525701880455017
"{'structure_id': 'gen_49', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0012/postprocess/input_cifs/gen_49.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0012/postprocess/input_cifs/gen_49.cif', 'raw_valid': True, 'formula': 'La5 Sc3 In2', 'chemical_system': 'In-La-Sc', 'num_sites': 10, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0012/postprocess/relaxed/relaxed_cifs/gen_49_relaxed.cif', 'relaxation_success': True, 'total_energy': -50.67805099487305, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 13.85771710829039, 'predicted_tensor': '[[14.25427169606045, -2.139137108297315e-05, 2.765652889473518e-05], [-2.139137108297315e-05, 13.403358518819967, 0.5949964140510414], [2.765652889473518e-05, 0.5949964140510414, 13.915521109990753]]', 'volume': 310.1907864704394, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.8577171082903892, 'reward_raw': 0.6496060954399724, 'reward_final': 0.6496061086654663, 'gate_reason': '', 'reward_final_diversity': 0.6496061086654663, 'diversity_penalty': False, 'selection_rank': 4}",La5Sc3In2,"('In', 'La', 'Sc')",0.6496061086654663
"{'structure_id': 'gen_16', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0003/postprocess/input_cifs/gen_16.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0003/postprocess/input_cifs/gen_16.cif', 'raw_valid': True, 'formula': 'Dy8 Ho2 In1', 'chemical_system': 'Dy-Ho-In', 'num_sites': 11, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0003/postprocess/relaxed/relaxed_cifs/gen_16_relaxed.cif', 'relaxation_success': True, 'total_energy': -49.80520248413086, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 13.88403614248169, 'predicted_tensor': '[[13.929190649082688, 0.01118835726963565, 0.011954982790109408], [0.01118835726963565, 13.858510328170874, 0.015782716989712117], [0.011954982790109408, 0.015782716989712117, 13.864407450191518]]', 'volume': 336.2647812457886, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.8840361424816905, 'reward_raw': 0.6416585160478284, 'reward_final': 0.6416585445404053, 'gate_reason': '', 'reward_final_diversity': 0.6416585445404053, 'diversity_penalty': False, 'selection_rank': 4}",Dy8Ho2In,"('Dy', 'Ho', 'In')",0.6416585445404053
"{'structure_id': 'gen_29', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0021/postprocess/input_cifs/gen_29.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0021/postprocess/input_cifs/gen_29.cif', 'raw_valid': True, 'formula': 'Pr7 Sm3 In2', 'chemical_system': 'In-Pr-Sm', 'num_sites': 12, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0021/postprocess/relaxed/relaxed_cifs/gen_29_relaxed.cif', 'relaxation_success': True, 'total_energy': -54.992671966552734, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 13.890584783195228, 'predicted_tensor': '[[13.992228495324332, 0.0009734757754044596, 0.01577002192655144], [0.0009734757754044596, 13.893403540821806, 0.0007014692368667125], [0.01577002192655144, 0.0007014692368667125, 13.786122313439543]]', 'volume': 391.55087232376616, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.8905847831952283, 'reward_raw': 0.6396789604338056, 'reward_final': 0.639678955078125, 'gate_reason': '', 'reward_final_diversity': 0.639678955078125, 'diversity_penalty': False, 'selection_rank': 4}",Pr7Sm3In2,"('In', 'Pr', 'Sm')",0.639678955078125
"{'structure_id': 'gen_33', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0012/postprocess/input_cifs/gen_33.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0012/postprocess/input_cifs/gen_33.cif', 'raw_valid': True, 'formula': 'K1 Li1 Cd5 Hg4', 'chemical_system': 'Cd-Hg-K-Li', 'num_sites': 11, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0012/postprocess/relaxed/relaxed_cifs/gen_33_relaxed.cif', 'relaxation_success': True, 'total_energy': -9.6489896774292, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 10.109131988621412, 'predicted_tensor': '[[10.018531428375356, 0.01875613396961556, 0.004440534581199723], [0.01875613396961556, 9.943895075388472, -0.4507396559269326], [0.004440534581199723, -0.4507396559269326, 10.364969462100413]]', 'volume': 281.0510368552001, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.890868011378588, 'reward_raw': 0.6395933280253243, 'reward_final': 0.6395933032035828, 'gate_reason': '', 'reward_final_diversity': 0.6395933032035828, 'diversity_penalty': False, 'selection_rank': 5}",KLiCd5Hg4,"('Cd', 'Hg', 'K', 'Li')",0.6395933032035828
"{'structure_id': 'gen_18', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0013/postprocess/input_cifs/gen_18.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0013/postprocess/input_cifs/gen_18.cif', 'raw_valid': True, 'formula': 'Li2 Mg1 Cd2 Ag2', 'chemical_system': 'Ag-Cd-Li-Mg', 'num_sites': 7, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0013/postprocess/relaxed/relaxed_cifs/gen_18_relaxed.cif', 'relaxation_success': True, 'total_energy': -14.273017883300781, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 10.07103080040954, 'predicted_tensor': '[[9.834960082485138, -0.26547629776130965, -0.25367654921720084], [-0.26547629776130965, 10.34242318028505, 0.4654810167779199], [-0.25367654921720084, 0.4654810167779199, 10.035709138458435]]', 'volume': 131.0666597752724, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.92896919959046, 'reward_raw': 0.6280627032108337, 'reward_final': 0.6280627250671387, 'gate_reason': '', 'reward_final_diversity': 0.6280627250671387, 'diversity_penalty': False, 'selection_rank': 3}",Li2Mg(CdAg)2,"('Ag', 'Cd', 'Li', 'Mg')",0.6280627250671387
"{'structure_id': 'gen_2', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0004/postprocess/input_cifs/gen_2.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0004/postprocess/input_cifs/gen_2.cif', 'raw_valid': True, 'formula': 'Yb8 Cu2 Bi2', 'chemical_system': 'Bi-Cu-Yb', 'num_sites': 12, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0004/postprocess/relaxed/relaxed_cifs/gen_2_relaxed.cif', 'relaxation_success': True, 'total_energy': -32.882240295410156, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 10.053101919079229, 'predicted_tensor': '[[10.477311119989906, 0.008803071960312176, 0.018758132777612284], [0.008803071960312176, 9.963308657688211, -0.24247720359802957], [0.018758132777612284, -0.24247720359802957, 9.718685979559563]]', 'volume': 360.6207847222248, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 1.9468980809207714, 'reward_raw': 0.6226308218213049, 'reward_final': 0.6226308345794678, 'gate_reason': '', 'reward_final_diversity': 0.6226308345794678, 'diversity_penalty': False, 'selection_rank': 6}",Yb4CuBi,"('Bi', 'Cu', 'Yb')",0.6226308345794678
"{'structure_id': 'gen_22', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0020/postprocess/input_cifs/gen_22.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0020/postprocess/input_cifs/gen_22.cif', 'raw_valid': True, 'formula': 'Li10 Pt6', 'chemical_system': 'Li-Pt', 'num_sites': 16, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0020/postprocess/relaxed/relaxed_cifs/gen_22_relaxed.cif', 'relaxation_success': True, 'total_energy': -64.21052551269531, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 14.00571183536683, 'predicted_tensor': '[[13.233215793943414, -1.3078612451960987, -0.7863128281029018], [-1.3078612451960987, 13.201391764374259, -0.7971791361201911], [-0.7863128281029018, -0.7971791361201911, 15.582527947782813]]', 'volume': 222.2911328730888, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 2.0057118353668297, 'reward_raw': 0.6047984627820909, 'reward_final': 0.604798436164856, 'gate_reason': '', 'reward_final_diversity': 0.604798436164856, 'diversity_penalty': False, 'selection_rank': 7}",Li5Pt3,"('Li', 'Pt')",0.604798436164856
"{'structure_id': 'gen_51', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0011/postprocess/input_cifs/gen_51.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0011/postprocess/input_cifs/gen_51.cif', 'raw_valid': True, 'formula': 'La2 Co4 Si2', 'chemical_system': 'Co-La-Si', 'num_sites': 8, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0011/postprocess/relaxed/relaxed_cifs/gen_51_relaxed.cif', 'relaxation_success': True, 'total_energy': -52.75324249267578, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 14.007678929932032, 'predicted_tensor': '[[14.784251221062114, -0.00018158637768373354, 6.726768146561055e-06], [-0.00018158637768373354, 9.633609904386562, -0.00490356194612781], [6.726768146561055e-06, -0.00490356194612781, 17.605175664347414]]', 'volume': 140.8701854357653, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 2.007678929932032, 'reward_raw': 0.6042019179259415, 'reward_final': 0.6042019128799438, 'gate_reason': '', 'reward_final_diversity': 0.6042019128799438, 'diversity_penalty': False, 'selection_rank': 4}",LaCo2Si,"('Co', 'La', 'Si')",0.6042019128799438
"{'structure_id': 'gen_5', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/input_cifs/gen_5.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/input_cifs/gen_5.cif', 'raw_valid': True, 'formula': 'Li1 Ca2 Ag9', 'chemical_system': 'Ag-Ca-Li', 'num_sites': 12, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/relaxed/relaxed_cifs/gen_5_relaxed.cif', 'relaxation_success': True, 'total_energy': -33.10209655761719, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 14.025343331465798, 'predicted_tensor': '[[14.228807121525284, -0.1280327891624653, 0.04145953866160601], [-0.1280327891624653, 14.059449009858628, -0.025510176889979676], [0.04145953866160601, -0.025510176889979676, 13.78777386301349]]', 'volume': 242.07675491841997, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 2.0253433314657983, 'reward_raw': 0.5988453159929734, 'reward_final': 0.5988453030586243, 'gate_reason': '', 'reward_final_diversity': 0.5988453030586243, 'diversity_penalty': False, 'selection_rank': 5}",LiCa2Ag9,"('Ag', 'Ca', 'Li')",0.5988453030586243
"{'structure_id': 'gen_38', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0021/postprocess/input_cifs/gen_38.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0021/postprocess/input_cifs/gen_38.cif', 'raw_valid': True, 'formula': 'Ca1 Cd2 In1 Ga2', 'chemical_system': 'Ca-Cd-Ga-In', 'num_sites': 6, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0021/postprocess/relaxed/relaxed_cifs/gen_38_relaxed.cif', 'relaxation_success': True, 'total_energy': -13.912065505981445, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 14.030919813239697, 'predicted_tensor': '[[14.13962002519329, 0.021582028991526614, 0.03511163962810381], [0.021582028991526614, 12.763369313646134, -0.76869036327413], [0.03511163962810381, -0.76869036327413, 15.189770100879658]]', 'volume': 140.7920100459725, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 2.030919813239697, 'reward_raw': 0.5971544964916415, 'reward_final': 0.5971544981002808, 'gate_reason': '', 'reward_final_diversity': 0.5971544981002808, 'diversity_penalty': False, 'selection_rank': 5}",CaCd2InGa2,"('Ca', 'Cd', 'Ga', 'In')",0.5971544981002808
